ruta,carpeta_origen,comuna,nombre,tipo_archivo,bytes,sha256,paginas,chars_total,paginas_texto,paginas_escaneadas,paginas_vacias,veredicto
descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,descargas,antuco,decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,PDF,772713,1fa9a5d97970d5899dc6f135c3b7ba69d190a80e23d70d893f35e9dd6e3231ff,5,8235,5,0,0,TEXTO
descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf,descargas,antuco,decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf,PDF,1375796,2bf18452f63504de87cc016c9b3e245004a1170368c0f818ba166ce79933fb26,10,20621,10,0,0,TEXTO
descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf,descargas,antuco,decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf,PDF,402603,b0a3b90851e009ba0656fa3fe883de8c500453f3abe05ccd807ba0da2634c8dd,35,91467,35,0,0,TEXTO
descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf,descargas,antuco,decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf,PDF,21920859,72ce491b48d946a2fb48cc53a0c4b6f1f53e972ef76f3bca17f499b97d7e8f3c,25,0,0,25,0,ESCANEADO
descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf,descargas,antuco,decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf,PDF,4767690,df17b7f23cc2b870bfe8fe021ed90eaa0759abbbfa01e7daaa9e3af27d512a31,6,0,0,6,0,ESCANEADO
descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf,descargas,antuco,decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf,PDF,3275680,cdf060802c40c449c0e609511b31e60e2afbd053d4d5764036642e11d262582a,12,0,0,12,0,ESCANEADO
descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf,descargas,antuco,decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf,PDF,6358922,941b37d265e0f66294b91bf675002af5597476691a51b9c71b40becb965f1f37,18,44110,18,0,0,TEXTO
descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf,descargas,antuco,decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf,PDF,6725929,8730c433d8f3fd4d56dbb4419bcd97def02fc5019fd1db144aebbf3883665a5e,7,0,0,7,0,ESCANEADO
descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf,descargas,antuco,decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf,PDF,902845,2fbe2d76df0ab81ebf6090d5f05545c13b7413ae7f19a70c9daadbd578341d40,4,7021,4,0,0,TEXTO
descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf,descargas,antuco,decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf,PDF,8949005,8038840a2aa87117a805588068e4d041a93c48623f31b9e9898de64012c2dce5,11,0,0,11,0,ESCANEADO
descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf,descargas,antuco,decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf,PDF,13433437,e3c8ab525dda07ea69dc88b14fd53e585fd04eb0605ae9386d4c92889e2e55fe,5,0,0,5,0,ESCANEADO
descargas\antuco\ordenanzas_vigentes\decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf,descargas,antuco,decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf,PDF,4683593,1b2a777046d1a0b02466d4cdbf8db0d19286b04c9beea6b447361b5f4ba6f40c,6,12227,6,0,0,TEXTO
descargas\antuco\ordenanzas_vigentes\decreto_rectifica_decreto_alcaldicio_n_1159_de_fecha_23_de_febrero_de_2026_que_a__1871.pdf,descargas,antuco,decreto_rectifica_decreto_alcaldicio_n_1159_de_fecha_23_de_febrero_de_2026_que_a__1871.pdf,PDF,1764327,aba86cccdee1225e1106a44bbcbc0c3ff68784409a0cd5951acd0a7e9f24ec11,2,0,0,2,0,ESCANEADO
descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__1777394858_edit_DA_N___3762_DEL_10.06.2022_APRUEBA_ORDENANZA_MUNICIPAL_EXTRACCION_DE_ARIDOS_EN_POZOS_LASTREROS_DE_PROPIEDAD_PARTICULAR_EN_LA_COMUNA_DE_ANTUCO.pdf,descargas,antuco,ordenanza_resolucionacto__1777394858_edit_DA_N___3762_DEL_10.06.2022_APRUEBA_ORDENANZA_MUNICIPAL_EXTRACCION_DE_ARIDOS_EN_POZOS_LASTREROS_DE_PROPIEDAD_PARTICULAR_EN_LA_COMUNA_DE_ANTUCO.pdf,PDF,1462528,42e57bda259bd44cb64fcf6fa645edce4d353685d0bb39aaca8fbabb49b71473,0,0,0,0,0,ILEGIBLE
descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__1777394899_edit_Decreto_Alcaldicio_N___5695_APRUEBA_ORDENANZA_EXTRACCI__N_DE___RIDOS_EN_POZOS.pdf,descargas,antuco,ordenanza_resolucionacto__1777394899_edit_Decreto_Alcaldicio_N___5695_APRUEBA_ORDENANZA_EXTRACCI__N_DE___RIDOS_EN_POZOS.pdf,PDF,435697,8bd02c9c6502ce0407fd89bd6365f4b86ea029dc0d58b3e1fdfbd473a8f74bd7,4,10552,4,0,0,TEXTO
descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__1777394941_edit_DA_N___2621_Ordenanza-uso-obligatorio-de-mascarilla-Antuco.pdf,descargas,antuco,ordenanza_resolucionacto__1777394941_edit_DA_N___2621_Ordenanza-uso-obligatorio-de-mascarilla-Antuco.pdf,PDF,3146334,7f605df486e80c1a6b788264a614229149dcd66d8635c768fc1dcb9c5a5c309d,3,0,0,3,0,ESCANEADO
descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__1777395479_edit_Ordenanza_Apicola_DA_N___09268_2019.pdf,descargas,antuco,ordenanza_resolucionacto__1777395479_edit_Ordenanza_Apicola_DA_N___09268_2019.pdf,PDF,5227307,f958ae342fa61464a3038f0b40715d1f0a233ecfed8702f78148e11ed5eaf3f1,7,17032,7,0,0,TEXTO
descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__Decreto_4_2003.pdf,descargas,antuco,ordenanza_resolucionacto__Decreto_4_2003.pdf,PDF,4089925,68aefe46befaa6f9338eb7f33f863cab4f5d7ec355a473bd62b630e3de93b350,9,23232,9,0,0,TEXTO
descargas\arauco\diario_oficial\110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,descargas,arauco,110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,PDF,2475301,d45bd944782a394b9a431d8b1a33b00c00e0d32854e1e9712de310a873abe1d1,4,0,0,4,0,ESCANEADO
descargas\arauco\diario_oficial\1377_fija_nuevas_normas_urbanisticas_a_terrenos_desafectados_de_declaratoria_de___Exportar.pdf,descargas,arauco,1377_fija_nuevas_normas_urbanisticas_a_terrenos_desafectados_de_declaratoria_de___Exportar.pdf,PDF,402260,b62664e6306e74e3182abfdd788f058957ec6287dd5fc527beb5e6aa09e755f8,3,2054,1,1,1,MIXTO
descargas\arauco\diario_oficial\1526_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,descargas,arauco,1526_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,PDF,102861,4567f0b453abc484886aa108713fcd58a49bdbb659c252e00616d11b1854fdf1,2,1474,1,0,1,TEXTO
descargas\arauco\diario_oficial\3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,descargas,arauco,3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,PDF,41220,26af9def9a971ef4a3eed7d3080e56c0118716a245055184a7600bd7b7ed2ad0,2,2949,2,0,0,TEXTO
descargas\arauco\diario_oficial\7920_apruebase_enmienda_al_plan_regulador_comunal_de_arauco__DTO7920_14DIC2018.pdf,descargas,arauco,7920_apruebase_enmienda_al_plan_regulador_comunal_de_arauco__DTO7920_14DIC2018.pdf,PDF,121069,ca83b0188997119bc6df9faafbc8fdd8219c1a95519b07209114f3c731d193ed,2,5586,2,0,0,TEXTO
Ordenanzas Descargadas\1-600\arauco_110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,descargadas,arauco,arauco_110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,PDF,2475301,d45bd944782a394b9a431d8b1a33b00c00e0d32854e1e9712de310a873abe1d1,4,0,0,4,0,ESCANEADO
Ordenanzas ordenadas\arauco_110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,ordenadas,arauco,arauco_110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,PDF,2475301,d45bd944782a394b9a431d8b1a33b00c00e0d32854e1e9712de310a873abe1d1,4,0,0,4,0,ESCANEADO
Ordenanzas ordenadas\OCR ok\arauco_110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,ordenadas,arauco,arauco_110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,PDF,2539532,9467b8f3712ff295ce06561689d2ce70bfa26d0ed07290529929a6a4469ad0cd,4,24576,4,0,0,TEXTO
Ordenanzas Descargadas\1-600\arauco_1377_fija_nuevas_normas_urbanisticas_a_terrenos_desafectados_de_declaratoria_de___Exportar.pdf,descargadas,arauco,arauco_1377_fija_nuevas_normas_urbanisticas_a_terrenos_desafectados_de_declaratoria_de___Exportar.pdf,PDF,402260,b62664e6306e74e3182abfdd788f058957ec6287dd5fc527beb5e6aa09e755f8,3,2054,1,1,1,MIXTO
Ordenanzas ordenadas\OCR ok\arauco_1377_fija_nuevas_normas_urbanisticas_a_terrenos_desafectados_de_declaratoria_de___Exportar.pdf,ordenadas,arauco,arauco_1377_fija_nuevas_normas_urbanisticas_a_terrenos_desafectados_de_declaratoria_de___Exportar.pdf,PDF,402260,b62664e6306e74e3182abfdd788f058957ec6287dd5fc527beb5e6aa09e755f8,3,2054,1,1,1,MIXTO
Ordenanzas Descargadas\1-600\arauco_1526_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,descargadas,arauco,arauco_1526_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,PDF,102861,4567f0b453abc484886aa108713fcd58a49bdbb659c252e00616d11b1854fdf1,2,1474,1,0,1,TEXTO
Ordenanzas ordenadas\OCR ok\arauco_1526_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,ordenadas,arauco,arauco_1526_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,PDF,102861,4567f0b453abc484886aa108713fcd58a49bdbb659c252e00616d11b1854fdf1,2,1474,1,0,1,TEXTO
Ordenanzas Descargadas\1-600\arauco_3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,descargadas,arauco,arauco_3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,PDF,41220,26af9def9a971ef4a3eed7d3080e56c0118716a245055184a7600bd7b7ed2ad0,2,2949,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\arauco_3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,ordenadas,arauco,arauco_3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,PDF,41220,26af9def9a971ef4a3eed7d3080e56c0118716a245055184a7600bd7b7ed2ad0,2,2949,2,0,0,TEXTO
Ordenanzas Descargadas\1-600\arauco_7920_apruebase_enmienda_al_plan_regulador_comunal_de_arauco__DTO7920_14DIC2018.pdf,descargadas,arauco,arauco_7920_apruebase_enmienda_al_plan_regulador_comunal_de_arauco__DTO7920_14DIC2018.pdf,PDF,121069,ca83b0188997119bc6df9faafbc8fdd8219c1a95519b07209114f3c731d193ed,2,5586,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\arauco_7920_apruebase_enmienda_al_plan_regulador_comunal_de_arauco__DTO7920_14DIC2018.pdf,ordenadas,arauco,arauco_7920_apruebase_enmienda_al_plan_regulador_comunal_de_arauco__DTO7920_14DIC2018.pdf,PDF,121069,ca83b0188997119bc6df9faafbc8fdd8219c1a95519b07209114f3c731d193ed,2,5586,2,0,0,TEXTO
descargas\arauco\busqueda_global\el_proyecto_de_plan_regulador_comunal__2daa2ffb-430a-4ba5-81f2-722e27cad4cd.pdf,descargas,arauco,el_proyecto_de_plan_regulador_comunal__2daa2ffb-430a-4ba5-81f2-722e27cad4cd.pdf,PDF,11788461,0f6433297d977766ac55eebf12623d2d32366fac312f25ca7151665bce595f2c,20,0,0,20,0,ESCANEADO
Ordenanzas Descargadas\1-600\arauco_el_proyecto_de_plan_regulador_comunal__2daa2ffb-430a-4ba5-81f2-722e27cad4cd.pdf,descargadas,arauco_el_proyecto_de,arauco_el_proyecto_de_plan_regulador_comunal__2daa2ffb-430a-4ba5-81f2-722e27cad4cd.pdf,PDF,11788461,0f6433297d977766ac55eebf12623d2d32366fac312f25ca7151665bce595f2c,20,0,0,20,0,ESCANEADO
Ordenanzas Descargadas\1-600\arica_ordenanza_ordenanza_plan_regulador_comunal_de_arica__ORDENANZA_PLAN_REGULADOR.pdf,descargadas,arica,arica_ordenanza_ordenanza_plan_regulador_comunal_de_arica__ORDENANZA_PLAN_REGULADOR.pdf,PDF,1219440,4d272a82d19a8356fbb7b4a5ef5d4bbdb3a4ac29137357ca9c4125add9538994,86,139753,85,0,1,TEXTO
Ordenanzas ordenadas\OCR ok\arica_ordenanza_ordenanza_plan_regulador_comunal_de_arica__ORDENANZA_PLAN_REGULADOR.pdf,ordenadas,arica,arica_ordenanza_ordenanza_plan_regulador_comunal_de_arica__ORDENANZA_PLAN_REGULADOR.pdf,PDF,1219440,4d272a82d19a8356fbb7b4a5ef5d4bbdb3a4ac29137357ca9c4125add9538994,86,139753,85,0,1,TEXTO
descargas\arica\ordenanzas_vigentes\ordenanza_ordenanza_plan_regulador_comunal_de_arica__ORDENANZA_PLAN_REGULADOR.pdf,descargas,arica,ordenanza_ordenanza_plan_regulador_comunal_de_arica__ORDENANZA_PLAN_REGULADOR.pdf,PDF,1219440,4d272a82d19a8356fbb7b4a5ef5d4bbdb3a4ac29137357ca9c4125add9538994,86,139753,85,0,1,TEXTO
descargas\arica\busqueda_global\resumen_ejecutivo_modificacion_plan_regulador_comunal__Resumen-PRC.pdf,descargas,arica,resumen_ejecutivo_modificacion_plan_regulador_comunal__Resumen-PRC.pdf,PDF,3738527,ca52a3dbe7e9a8e55ade2a41b1173e7420f1bddb2fd3b66c1d33011e05d3ac99,52,120917,48,3,1,TEXTO
Ordenanzas Descargadas\1-600\arica_resumen_ejecutivo_modificacion_plan_regulador_comunal__Resumen-PRC.pdf,descargadas,arica_resumen_ejecutivo_modificacion,arica_resumen_ejecutivo_modificacion_plan_regulador_comunal__Resumen-PRC.pdf,PDF,3738527,ca52a3dbe7e9a8e55ade2a41b1173e7420f1bddb2fd3b66c1d33011e05d3ac99,52,120917,48,3,1,TEXTO
Ordenanzas ordenadas\OCR ok\arica_resumen_ejecutivo_modificacion_plan_regulador_comunal__Resumen-PRC.pdf,ordenadas,arica_resumen_ejecutivo_modificacion,arica_resumen_ejecutivo_modificacion_plan_regulador_comunal__Resumen-PRC.pdf,PDF,3738527,ca52a3dbe7e9a8e55ade2a41b1173e7420f1bddb2fd3b66c1d33011e05d3ac99,52,120917,48,3,1,TEXTO
descargas\buin\diario_oficial\2347_da_inicio_a_proceso_de_invalidacion_de_los_decretos_alcaldicios_correspondi__2496077.pdf,descargas,buin,2347_da_inicio_a_proceso_de_invalidacion_de_los_decretos_alcaldicios_correspondi__2496077.pdf,PDF,169179,a7112cf722367ed55c5165cd5b1d20ed62e8a3ff922d70acfcc25733fc8c9a04,2,6522,2,0,0,TEXTO
descargas\buin\diario_oficial\3269_plan_regulador_comunal_para_buin_en_sus_areas_urbanizables_y_de_desarrallo___2237138.pdf,descargas,buin,3269_plan_regulador_comunal_para_buin_en_sus_areas_urbanizables_y_de_desarrallo___2237138.pdf,PDF,193126,c1e6cbfc426366168b566cea33f4bcc688b99962248b281a6e10acba83d7b27b,2,6406,2,0,0,TEXTO
Ordenanzas Descargadas\1-600\buin_2347_da_inicio_a_proceso_de_invalidacion_de_los_decretos_alcaldicios_correspondi__2496077.pdf,descargadas,buin,buin_2347_da_inicio_a_proceso_de_invalidacion_de_los_decretos_alcaldicios_correspondi__2496077.pdf,PDF,169179,a7112cf722367ed55c5165cd5b1d20ed62e8a3ff922d70acfcc25733fc8c9a04,2,6522,2,0,0,TEXTO
Ordenanzas Descargadas\1-600\buin_3269_plan_regulador_comunal_para_buin_en_sus_areas_urbanizables_y_de_desarrallo___2237138.pdf,descargadas,buin,buin_3269_plan_regulador_comunal_para_buin_en_sus_areas_urbanizables_y_de_desarrallo___2237138.pdf,PDF,193126,c1e6cbfc426366168b566cea33f4bcc688b99962248b281a6e10acba83d7b27b,2,6406,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\buin_3269_plan_regulador_comunal_para_buin_en_sus_areas_urbanizables_y_de_desarrallo___2237138.pdf,ordenadas,buin,buin_3269_plan_regulador_comunal_para_buin_en_sus_areas_urbanizables_y_de_desarrallo___2237138.pdf,PDF,193126,c1e6cbfc426366168b566cea33f4bcc688b99962248b281a6e10acba83d7b27b,2,6406,2,0,0,TEXTO
Ordenanzas Descargadas\1-600\buin_resolucion_115_estudio_capacidad_vial_plan_regulador_entre_utp_consultores_spa_c__115_UTP%20ARISTO%20CONSULTORES%20CON%20FASEUNO.pdf,descargadas,buin,buin_resolucion_115_estudio_capacidad_vial_plan_regulador_entre_utp_consultores_spa_c__115_UTP%20ARISTO%20CONSULTORES%20CON%20FASEUNO.pdf,PDF,430465,300eabaa2c36cbda6989aa538711b5c3e586c2d17e556a0e23dfb711ff50089d,5,0,0,5,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_129_estudio_de_capacidad_vial_plan_regulador_comunal_entre_utp_aristo__129_UTP%20Aristo%20Consultores%20y%20otros.pdf,descargadas,buin,buin_resolucion_129_estudio_de_capacidad_vial_plan_regulador_comunal_entre_utp_aristo__129_UTP%20Aristo%20Consultores%20y%20otros.pdf,PDF,1247060,4b1adbbc5c60f5d7253804972baaec91472db46ccb546e4f68417023bd9ca22c,20,0,0,20,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_275_estudio_capacidad_vial_plan_regulador_comunal__TC%20275.pdf,descargadas,buin,buin_resolucion_275_estudio_capacidad_vial_plan_regulador_comunal__TC%20275.pdf,PDF,16515658,baa1de7a442e872cf8c10e03f47b34ba27665233f69cd229db497a419a555379,58,0,0,58,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_354_estudio_capacidad_vial_plan_regulador_comunal__TC%20354.pdf,descargadas,buin,buin_resolucion_354_estudio_capacidad_vial_plan_regulador_comunal__TC%20354.pdf,PDF,1125929,d0591685b2d238ad755ce271b5619d0104893bb743cf000e25a0f9786d80b4b4,4,0,0,4,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_376_estudio_capacidad_vial_plan_regulador_comunal__TC%20376.pdf,descargadas,buin,buin_resolucion_376_estudio_capacidad_vial_plan_regulador_comunal__TC%20376.pdf,PDF,707021,185326857acca6dced9008e2651de3dd75eacdb08a03d7730522d231302db7f9,4,0,0,4,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_395_estudio_de_capacidad_vial_plan_regulador_comunal__TC%20395.pdf,descargadas,buin,buin_resolucion_395_estudio_de_capacidad_vial_plan_regulador_comunal__TC%20395.pdf,PDF,245248,fc1b834d34365fca57f245a208ec9745074f0ddb32ff21781f38f29dc078ec11,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_400_estudio_capacidad_vial_plan_regulador_comunal__TC%20400.pdf,descargadas,buin,buin_resolucion_400_estudio_capacidad_vial_plan_regulador_comunal__TC%20400.pdf,PDF,2597774,c3a180ed8493f02ffe896833e59c3a091c32672d6d18f25e2dbd9a0244d4b727,1,4,0,1,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_41_aumento_plazo_estudio_capacidad_vial_plan_regulador_entre_aristo_c__41_UTP%20ARISTO%20FASEUNO.pdf,descargadas,buin,buin_resolucion_41_aumento_plazo_estudio_capacidad_vial_plan_regulador_entre_aristo_c__41_UTP%20ARISTO%20FASEUNO.pdf,PDF,3273812,f4aeba2376e30d2f03c26b98badef20bd725fdf7a82420561f0df05363aecfdd,5,0,0,5,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_444_estudio_capacidad_vial_plan_regulador_comunal__TC%20444.pdf,descargadas,buin,buin_resolucion_444_estudio_capacidad_vial_plan_regulador_comunal__TC%20444.pdf,PDF,236352,6e7762c37b3ef82de4b8a5241af4c4605d76a1285350931a28133e5b44c215a7,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_454_estudio_capacidad_vial_plan_regulador_comunal__TC%20454.pdf,descargadas,buin,buin_resolucion_454_estudio_capacidad_vial_plan_regulador_comunal__TC%20454.pdf,PDF,576789,ea7b212543e496a203b0819eca5cf53da90f045e08bdc8c70c214188bf58fe4a,2,0,0,2,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_478_estudio_capacidad_vial_plan_regulador_comunal__TC%20478.pdf,descargadas,buin,buin_resolucion_478_estudio_capacidad_vial_plan_regulador_comunal__TC%20478.pdf,PDF,259596,dbd956cbccbdfdffa439dfdeeeff0f39e714add95bb4a00ba262fc64e8e3ec25,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_87_modificacion_evaluacion_ambiental_estrategica_plan_regulador_comun__87_Patricio%20Contreras.pdf,descargadas,buin,buin_resolucion_87_modificacion_evaluacion_ambiental_estrategica_plan_regulador_comun__87_Patricio%20Contreras.pdf,PDF,3313475,1afc290e5608f007722d760e3b877522777b4096653a1f77b4d56620c6a98b05,4,0,0,4,0,ESCANEADO
Ordenanzas Descargadas\1-600\buin_resolucion_926_acuerdo_n_131_aprueba_dar_inicio_a_la_elaboracion_del_plan_regula__926.pdf,descargadas,buin,buin_resolucion_926_acuerdo_n_131_aprueba_dar_inicio_a_la_elaboracion_del_plan_regula__926.pdf,PDF,320544,63ef9bbba9fe5243981d0dff1ff5f464592b5f449278db04036cb36ca643f2a0,1,1138,1,0,0,TEXTO
descargas\buin\busqueda_global\resolucion_115_estudio_capacidad_vial_plan_regulador_entre_utp_consultores_spa_c__115_UTP%20ARISTO%20CONSULTORES%20CON%20FASEUNO.pdf,descargas,buin,resolucion_115_estudio_capacidad_vial_plan_regulador_entre_utp_consultores_spa_c__115_UTP%20ARISTO%20CONSULTORES%20CON%20FASEUNO.pdf,PDF,430465,300eabaa2c36cbda6989aa538711b5c3e586c2d17e556a0e23dfb711ff50089d,5,0,0,5,0,ESCANEADO
descargas\buin\busqueda_global\resolucion_129_estudio_de_capacidad_vial_plan_regulador_comunal_entre_utp_aristo__129_UTP%20Aristo%20Consultores%20y%20otros.pdf,descargas,buin,resolucion_129_estudio_de_capacidad_vial_plan_regulador_comunal_entre_utp_aristo__129_UTP%20Aristo%20Consultores%20y%20otros.pdf,PDF,1247060,4b1adbbc5c60f5d7253804972baaec91472db46ccb546e4f68417023bd9ca22c,20,0,0,20,0,ESCANEADO
descargas\buin\busqueda_global\resolucion_275_estudio_capacidad_vial_plan_regulador_comunal__TC%20275.pdf,descargas,buin,resolucion_275_estudio_capacidad_vial_plan_regulador_comunal__TC%20275.pdf,PDF,16515658,baa1de7a442e872cf8c10e03f47b34ba27665233f69cd229db497a419a555379,58,0,0,58,0,ESCANEADO
